brand,title,type,price,priceWithCurrency,available,availableText,sold,itemLocation,gender,update_year
SECERTMU,New 2024 Sexy Cologne Cupid Hypnosis Long Lasting Pheromone Perfume for Men,Perfume,6.97,US $6.97,10.0,More than 10 available / 803 sold,803.0,"San Francisco, California, United States",Men,2024
Yves Saint Laurent,Yves Saint Laurent Y Men's Eau De Parfum Intense 3.4 oz/ 100 ml,Eau De Parfum Intense,65.68,US $65.68/ea,10.0,More than 10 available / 11 sold,11.0,"Sacramento, California, United States",Men,2024
Jean Paul Gaultier,"Jean Paul Gaultier Le Male - Timeless 4.2oz Men's Eau de Toilette, Sealed",Eau de Toilette,51.99,US $51.99/ea,10.0,More than 10 available / 73 sold,73.0,"Dearborn Heights, Michigan, United States",Men,2024
HERMÈS,HERMES TERRE D'HERMES EAU GIVREE EAU DE PARFUM SPRAY 0.42 Oz / 12.5 ml TRAVEL!!!,Eau de Parfum,28.99,US $28.99,0.0,Last One / 23 sold,23.0,"Philadelphia, Pennsylvania, United States",Men,2024
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM 3.3 fl oz / 100 ml Spray New & Sealed In Box,LE PARFUM,60.99,US $60.99/ea,2.0,2 available / 27 sold,27.0,"Santa Cruz, California, United States",Men,2024
Davidoff,Cool Water Intense by Davidoff 4.2 oz EDP Cologne for Men New In Box,Eau de Toilette,34.98,US $34.98/ea,0.0,Limited quantity available / 849 sold,849.0,"Hackensack, New Jersey, United States",Men,2024
Davidoff,Cool Water by Davidoff 4.2 oz Eau De Toilette Cologne Spray Men's New In Box,Eau de Toilette,25.49,US $25.49/ea,4.0,4 available / 64 sold,64.0,"Baltimore, Maryland, United States",Men,2024
Polo Ralph Lauren,POLO RED BY RALPH LAUREN 6.7 FL OZ / 200 ML EAU DE TOILETTE SPRAY NEW & SEALED,Eau de Toilette,41.99,US $41.99/ea,2.0,2 available / 38 sold,38.0,"Reinholds, Pennsylvania, United States",Men,2024
As Picture Shown,For BITTER PEACH Eau De Parfume 3.4 oz 100 ml For men women Unisex New In Box,Eau de Parfum,99.99,US $99.99,4.0,4 available / 8 sold,8.0,"HongKong, Hong Kong",Men,2024
Armaf,Tres Nuit by Armaf 3.4 oz EDP Cologne for Men New In Box,Eau de Parfum,27.3,US $27.30,10.0,More than 10 available / 179 sold,179.0,"Hackensack, New Jersey, United States",Men,2024
Unbranded,12 Piece Mixed Men’s Cologne Lot: Assorted scents In 3.4 Oz Bottles,Perfume,48.0,US $48.00,10.0,More than 10 available / 7 sold,7.0,"Webster, Florida, United States",Men,2024
Bvlgari,New Bvlgari Pour Homme Men's Eau De Toilette Spray 3.4 oz/ 100 ml,Eau De Toilette,45.68,US $45.68/ea,10.0,More than 10 available / 5 sold,5.0,"Sacramento, California, United States",Men,2024
Unbranded,Hawas for him Eau De Parfum By Rasasi 100ml 3.4 FL OZ NEW,Perfume,17.99,US $17.99,10.0,More than 10 available / 3 sold,3.0,"Shenzhen, China",Men,2024
Ralph Lauren,Polo Green by Ralph Lauren Cologne for Men 4 / 4.0 oz Brand New In Box,Eau de Toilette,35.99,US $35.99/ea,10.0,"More than 10 available / 4,520 sold",4520.0,"Hackensack, New Jersey, United States",Men,2024
Dossier,Dossier Aromatic Pineapple Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,20.0,US $20.00/ea,10.0,More than 10 available,0.0,"Los Angeles, California, United States",Men,2024
Parfums de Marly,New Parfums de Marly Kalan by Parfums de Marly 4.2 oz EDP Spray for Men Cologne,Eau de Parfum,82.99,US $82.99,3.0,3 available / 5 sold,5.0,"College Point, New York, United States",Men,2024
SECERTMU,"Vyg Cologne, Vyg Perfume, Vyg Fragrance, Vyg Fragrances, Vyg Mens Perfume",Pheromone,11.99,US $11.99,10.0,More than 10 available / 11 sold,11.0,"San Francisco, California, United States",Men,2024
Salvatore Ferragamo,Salvatore Ferragamo Uomo Eau De Toilette 100.0 ML IN WHITE BOX,Eau de Toilette,32.99,US $32.99,0.0,Last One / 10 sold,10.0,"Edison, New Jersey, United States",Men,2024
Giorgio Armani,New Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray IN BOX US1,Eau de Toilette,28.99,US $28.99/ea,9.0,9 available / 111 sold,111.0,"College Point, New York, United States",Men,2024
MontBlanc,Montblanc Legend Spirit / MontBlanc EDT Spray 3.3 oz (100 ml) (m),Fragrances,35.71,US $35.71,3.0,3 available / 30 sold,30.0,"Brooklyn, New York, United States",Men,2024
Armaf,ARMAF Men's Odyssey Mandarin Sky EDP Spray 3.4 oz Limited Edition Y1,Eau de Parfum,39.99,US $39.99,3.0,3 available / 76 sold,76.0,"Los Angeles, California, United States",Men,2024
Giorgio Armani,Giorgio Armani Aqua Di Gio Men 3.4 oz EDT Aquatic Fresh Fragrance New,Eau de Toilette,29.99,US $29.99/ea,10.0,More than 10 available / 410 sold,410.0,"Melvindale, Michigan, United States",Men,2024
Ard Al Zaafaran,Ard Al Zaafaran Men's Midnight Oud EDP Spray 3.4 oz Fragrances 6205413337789,Fragrances,17.85,US $17.85,3.0,3 available / 29 sold,29.0,"Brooklyn, New York, United States",Men,2024
Karl Lagerfeld,Lagerfeld Classic 3.3 oz 100 ml EDT spray mens cologne NEW Tester,Eau de Toilette,16.91,US $16.91/ea,6.0,6 available / 825 sold,825.0,"Edison, New Jersey, United States",Men,2024
Giorgio Armani,Armani Code Profumo by Giorgio Armani 3.7 fl oz/110 ml Parfum Men's New & Sealed,Eau de Parfum,69.99,US $69.99/ea,2.0,2 available / 81 sold,81.0,"Thomasville, Alabama, United States",Men,2024
Davidoff,Cool Water by Davidoff Cologne for Men 6.7 / 6.8 oz Brand New In Box,Eau de Toilette,38.24,US $38.24/ea,0.0,"Limited quantity available / 13,549 sold",13549.0,"Hackensack, New Jersey, United States",Men,2024
J. Del Pozo,HALLOWEEN MAN X EDT 4.2 OZ / 125 ML FOR MEN (NEW IN WHITE BOX),Eau de Toilette,30.99,US $30.99,10.0,More than 10 available / 866 sold,866.0,"Brooklyn, New York, United States",Men,2024
Sean John,Sean John Unforgivable for Men EDT Cologne 4.2 oz,Eau de Toilette,29.99,US $29.99/ea,10.0,More than 10 available / 471 sold,471.0,"Miami, Florida, United States",Men,2024
YSL,YSL Yves Saint Laurent Y Eau de Perfume 3.3 oz 100ML Cologne Spray For Men,Eau de Parfum,39.99,US $39.99/ea,3.0,3 available / 9 sold,9.0,"Ontario, California, United States, Hong Kong",Men,2024
Dolce & Gabbana,K by Dolce & Gabbana cologne for men EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,36.36,US $36.36/ea,226.0,226 available / 771 sold,771.0,"Dallas, Texas, United States",Men,2024
Abercrombie & Fitch,Abercrombie & Fitch Fierce 6.7 oz/200 ml Eau de Cologne Brand New Sealed In Box,Eau de Cologne,49.99,US $49.99/ea,7.0,7 available / 916 sold,916.0,"Melvindale, Michigan, United States",Men,2024
Nautica,NAUTICA VOYAGE cologne for men EDT 6.7 oz 6.8 New in Box,Eau de Toilette,33.45,US $33.45/ea,127.0,"127 available / 1,391 sold",1391.0,"Dallas, Texas, United States",Men,2024
Abercrombie & Fitch,Fierce By Abercrombie & Fitch 6.7 fl oz / 200 ML Cologne Spray Brand New In Box,Aftershave,44.0,US $44.00/ea,2.0,2 available / 24 sold,24.0,"Warren, Michigan, United States",Men,2024
Jaguar,JAGUAR CLASSIC BLACK by Jaguar cologne for men EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,15.4,US $15.40/ea,224.0,"224 available / 3,942 sold",3942.0,"Dallas, Texas, United States",Men,2024
EBC,Long Lasting Fire Cologne for Men (Inspired by Fahrenheit) 3.4oz/100ml,Eau de Cologne,13.5,US $13.50,10.0,10 available / 17 sold,17.0,"Hialeah, Florida, United States",Men,2024
Azzaro,Azzaro Wanted Tonic by Azzaro 3.4 oz EDT Cologne for Men Brand New Tester,Eau de Toilette,27.94,US $27.94/ea,0.0,"Limited quantity available / 1,140 sold",1140.0,"Hackensack, New Jersey, United States",Men,2024
Montblanc,Mont Blanc Legend Spirit 6.7 oz EDT Cologne for Men New In Box,Eau de Toilette,52.62,US $52.62/ea,0.0,"Limited quantity available / 5,098 sold",5098.0,"Hackensack, New Jersey, United States",Men,2024
Dolce & Gabbana,"Light Blue Summer Vibes by Dolce & Gabbana, 4.2 oz EDT Spray for Men",Eau De Toilette,50.08,US $50.08/ea,10.0,More than 10 available / 182 sold,182.0,"Edison, New Jersey, United States",Men,2024
Bath & Body Works,OCEAN Cologne Bath & Body Works 3.4 Oz 100 ml Spray Men's Collection Ne🦋,Eau de Cologne,28.95,US $28.95,0.0,Last One / 5 sold,5.0,"Chesapeake, Virginia, United States",Men,2024
Jean Paul Gaultier,Jean Paul Gaultier Le Beau Eau De Toilette 5 ML spray For Men,Eau de Toilette,12.2,US $12.20,10.0,More than 10 available / 5 sold,5.0,"Miami, Florida, United States",Men,2024
Paco Rabanne,PACO RABANNE pour homme Cologne for Men EDT  3.3 / 3.4 oz New Tester,Eau de Toilette,28.93,US $28.93/ea,44.0,"44 available / 4,764 sold",4764.0,"Dallas, Texas, United States",Men,2024
Issey Miyake,L'EAU D'ISSEY By Issey Miyake cologne for him EDT 6.7 / 6.8 oz New in Box,Eau de Toilette,54.92,US $54.92/ea,124.0,"124 available / 2,465 sold",2465.0,"Dallas, Texas, United States",Men,2024
Polo Ralph Lauren,POLO GREEN by Ralph Lauren 4.0 oz 4 Cologne EDT Men GREEN New in Box & Sealed,Eau de Toilette,34.99,US $34.99/ea,7.0,7 available / 17 sold,17.0,"Highland Park, Michigan, United States",Men,2024
Calvin Klein,Eternity Flame by Calvin Klein 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,25.98,US $25.98/ea,10.0,"More than 10 available / 1,536 sold",1536.0,"Hackensack, New Jersey, United States",Men,2024
King,Bharara King Eau De Parfum Men 3.4 Oz,Fragrance & Perfume,74.8,US $74.80,0.0,Last One / 430 sold,430.0,"Dallas, Texas, United States",Men,2024
Versace,Versace Eros by Gianni Versace 3.4 oz EDT Cologne for Men Tester,Eau de Toilette,39.77,US $39.77/ea,0.0,"Limited quantity available / 31,718 sold",31718.0,"Hackensack, New Jersey, United States",Men,2024
Prada,Prada L'Homme 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,86.87,US $86.87/ea,0.0,Limited quantity available / 322 sold,322.0,"Hackensack, New Jersey, United States",Men,2024
Cologne,"Savage for Men- 3.4 Oz Men's Eau De Toilette . Men's Casual Cologne, not Sauvage",Eau de Toilette,10.99,US $10.99/ea,10.0,"More than 10 available / 1,044 sold",1044.0,"Katy, Texas, United States",Men,2024
Giorgio Armani,Giorgio Armani Acqua Di Gio EDT 3.4 oz Fresh Aquatic Men's Cologne,Eau de Toilette,29.99,US $29.99/ea,9.0,9 available / 204 sold,204.0,"Farmington, Michigan, United States",Men,2024
Versace,Versace Pour Homme Signature by Versace 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,44.94,US $44.94/ea,10.0,"More than 10 available / 21,310 sold",21310.0,"Hackensack, New Jersey, United States",Men,2024
Valentino,Valentino Uomo Born in Roma Intense 10ml Spray For Men .,Eau de Parfum,18.99,US $18.99,10.0,More than 10 available / 8 sold,8.0,"Miami, Florida, United States",Men,2024
HUGO BOSS,HUGO BOSS BOTTLED NIGHT EAU DE TOILETTE NATURAL SPRAY 1.6 OZ - BOXED,Eau de Toilette,17.95,US $17.95/ea,10.0,More than 10 available / 75 sold,75.0,"Des Moines, Iowa, United States",Men,2024
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Cologne NEW & SEALED,Eau de Toilette,29.95,US $29.95/ea,6.0,"6 available / 1,484 sold",1484.0,"Warren, Michigan, United States",Men,2024
Polo Ralph Lauren,Polo Green by Ralph Lauren EDT for Men 4.0 oz - 118 ml NEW IN BOX SEALED,Eau de Toilette,36.99,US $36.99/ea,9.0,9 available / 257 sold,257.0,"Laughlin, Nevada, United States",Men,2024
Mont Blanc,Mont Blanc Legend by Mont Blanc cologne for men EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,36.81,US $36.81/ea,207.0,"207 available / 1,234 sold",1234.0,"Dallas, Texas, United States",Men,2024
Dossier,Dossier Aromatic Watermelon Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,15.0,US $15.00,10.0,More than 10 available / 12 sold,12.0,"Los Angeles, California, United States",Men,2024
Ralph Lauren,Polo Blue by Ralph Lauren EDT for Men 6.7oz - 200ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,US $49.99,10.0,More than 10 available / 243 sold,243.0,"Miami, Florida, United States",Men,2024
BHARARA,BHARARA KING men 3.4 Oz Eau de Parfum spray NEW IN BOX,Eau de Parfum,53.99,US $53.99/ea,9.0,9 available / 512 sold,512.0,"Melissa, Texas, United States",Men,2024
Tommy Bahama,Tommy Bahama St. Kitts / Tommy Bahama Cologne Spray 3.4 oz (100 ml) (M),Eau de Cologne,22.98,US $22.98,3.0,3 available / 18 sold,18.0,"Brooklyn, New York, United States",Men,2024
Mont Blanc,Starwalker by Mont Blanc 2.5 oz EDT Cologne for Men Brand New Tester,Eau de Toilette,22.24,US $22.24/ea,10.0,"More than 10 available / 1,424 sold",1424.0,"Hackensack, New Jersey, United States",Men,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue Men 4.2 oz Eau De Toilette Spray Brand New Sealed!!,Eau de Toilette,28.5,US $28.50/ea,6.0,6 available / 566 sold,566.0,"Grand Rapids, Michigan, United States",Men,2024
Armaf,ARMAF VENTANA MARINE EDP 3.4 OZ / 100 ML FOR MEN (NIB) SEALED,Eau de Parfum,29.0,US $29.00,3.0,3 available / 57 sold,57.0,"Brooklyn, New York, United States",Men,2024
Paul Sebastian,Paul Sebastian PS Cologne Spray 4.0 / 4 oz EDC For Men New tester,Eau de Cologne,17.12,US $17.12/ea,310.0,310 available / 597 sold,597.0,"Dallas, Texas, United States",Men,2024
Halloween,Halloween Men's Man Mystery EDP 4.2 oz (Tester) Fragrances 8431754008615,Fragrances,30.07,US $30.07,3.0,3 available / 25 sold,25.0,"Brooklyn, New York, United States",Men,2024
Boucheron,Jaipur Homme / Boucheron EDP Spray 3.4 oz (m) (100 ml),Eau de Parfum,32.89,US $32.89,3.0,3 available / 61 sold,61.0,"Brooklyn, New York, United States",Men,2024
Thierry Mugler,Mugler Cologne Come Together by Thierry Mugler 3.3 oz EDT Spray in Sealed Box,Eau de Toilette,59.99,US $59.99/ea,10.0,10 available / 221 sold,221.0,"Katy, Texas, United States",Men,2024
Jo Malone,Jo Malone Cypress & Grapevine by Jo Malone Cologne Intense Spray 1.7 oz for Men,Jo Malone Cologne Intense Spray,63.99,US $63.99/ea,2.0,2 available / 6 sold,6.0,"Harwood Heights, Illinois, United States",Men,2024
Dolce&Gabbana,Dolce & Gabbana Pour Homme Men's EDT Cologne 4.2 Oz New in Box,Eau de Toilette,38.99,US $38.99/ea,5.0,5 available / 40 sold,40.0,"Detroit, Michigan, United States",Men,2024
Giorgio Armani,Giorgio Armani Aqua Di Gio Men's 3.4 oz EDT Classic Scent Brand New,Eau de Toilette,29.99,US $29.99/ea,6.0,6 available / 233 sold,233.0,"Macomb, Michigan, United States",Men,2024
ISSEY MIYAKE,L'EAU D'ISSEY by ISSEY MIYAKE  Cologne for Men 6.7 oz  NEW IN BOX,Eau de Toilette,54.91,US $54.91,10.0,"More than 10 available / 2,206 sold",2206.0,"Hackensack, New Jersey, United States",Men,2024
Unbranded,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Y,49.99,US $49.99/ea,8.0,8 available / 68 sold,68.0,"New Jersey, United States",Men,2024
Khadlaj,Khadlaj Karus Blu Spice 3.4 EDP New 🆕,Eau de Parfum,54.86,US $54.86,3.0,3 available / 4 sold,4.0,"Brooklyn, New York, United States",Men,2024
HERMÈS,Terre D'hermes by Hermes EDT for Men Spray 6.7 oz / 200 ml *NEW IN SEALED BOX*,Eau de Toilette,99.99,US $99.99,10.0,More than 10 available / 65 sold,65.0,"Miami, Florida, United States",Men,2024
Bath & Body Works,MAHOGANY TEAKWOOD Cologne 3.4oz Spray Collection Bath and & Body Works Ne🦋 2024,Eau de Cologne,35.68,US $35.68/ea,9.0,9 available / 12 sold,12.0,"Chesapeake, Virginia, United States",Men,2024
Ralph Lauren,Polo Double Black 4.2 oz by Ralph Lauren Mens Eau De Toilette Spray New & Sealed,Eau de Toilette,44.99,US $44.99/ea,6.0,6 available / 14 sold,14.0,"Warren, Michigan, United States",Men,2024
Louis Vuitton,Louis Vuitton Imagination Eau De Parfum Sample Spray - 2ml/0.06oz,Eau de Parfum,21.95,US $21.95/ea,10.0,More than 10 available / 448 sold,448.0,"Pearland, Texas, United States",Men,2024
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New & Sealed,Eau de Toilette,29.99,US $29.99/ea,10.0,More than 10 available / 588 sold,588.0,"Detroit, Michigan, United States",Men,2024
Dolce&Gabbana,The One by Dolce & Gabbana 5 / 5.0 oz EDT Cologne for Men New In Box,Eau de Toilette,63.69,US $63.69/ea,0.0,"Limited quantity available / 4,733 sold",4733.0,"Hackensack, New Jersey, United States",Men,2024
Hermes,Hermes Men's Terre d'Hermes EDT Spray 0.42 oz Fragrances 3346130013426,Fragrances,19.73,US $19.73,3.0,3 available / 20 sold,20.0,"Brooklyn, New York, United States",Men,2024
Ralph Lauren,Ralph Lauren Polo Black 4.2 oz Men's EDT Cologne New Sealed,Eau de Toilette,31.99,US $31.99/ea,5.0,5 available / 56 sold,56.0,"Ecorse, Michigan, United States",Men,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue Men 4.2 oz Eau De Toilette Spray Brand New Sealed,Eau de Toilette,28.79,US $28.79/ea,9.0,9 available / 45 sold,45.0,"Detroit, Michigan, United States",Men,2024
fragrance,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Eau de Parfum,46.99,US $46.99,2.0,2 available / 3 sold,3.0,"New City, New York, United States",Men,2024
Versace,mini cologne Versace Pour Homme for Men Brand New In Box,Eau de Toilette,8.84,US $8.84/ea,10.0,"More than 10 available / 9,410 sold",9410.0,"Hackensack, New Jersey, United States",Men,2024
Jean Paul Gaultier,Jean Paul Gaultier Le Male LE PARFUM 4.2 oz. Eau de Parfum INTENSE Spray. NO BOX,Eau de Parfum,94.99,US $94.99/ea,10.0,"10 available / 1,024 sold",1024.0,"Katy, Texas, United States",Men,2024
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM for Men 3.3 oz / 100 ml *NEW IN BOX*,Perfume,94.99,US $94.99,10.0,More than 10 available / 581 sold,581.0,"Miami, Florida, United States",Men,2024
Yves Saint Laurent,LA NUIT DE L'HOMME by Yves Saint Laurent cologne EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,70.66,US $70.66/ea,199.0,199 available / 720 sold,720.0,"Dallas, Texas, United States",Men,2024
AS SHOWN,Homme by Christian 3.4 oz / 100ML cologne Eau de Toilette EDT for men New in Box,Eau de Toilette,52.99,US $52.99/ea,5.0,5 available / 34 sold,34.0,"USA,California, Hong Kong",Men,2024
Jean Paul Gaultier,Le Male by Jean Paul Gaultier 4.2 fl oz EDT Cologne for Men Brand New In Box,Eau de Toilette,51.99,US $51.99/ea,10.0,More than 10 available / 248 sold,248.0,"Detroit, Michigan, United States",Men,2024
Maison Alhambra,Maison Alhambra Men's Salvo Intense EDP 3.4 oz Fragrances 6291108733486,Fragrances,19.73,US $19.73,3.0,3 available / 18 sold,18.0,"Brooklyn, New York, United States",Men,2024
Lalique,"Brioni Intense by Brioni, 3.4 oz EDP Spray for Men",Eau De Parfum,57.46,US $57.46/ea,10.0,More than 10 available / 202 sold,202.0,"Edison, New Jersey, United States",Men,2024
Jean Paul Gaultier,LE MALE BY JEAN PAUL GAULTIER 4.2 FL OZ EAU DE TOILETTE SPRAY MEN'S NEW & SEALED,Eau de Toilette,45.49,US $45.49/ea,2.0,2 available / 116 sold,116.0,"Cincinnati, Ohio, United States",Men,2024
Penhaligon's,Vintage Penhaligon's London Sartorial EDT 10ML Sprayer,Eau de Toilette,55.0,US $55.00,4.0,4 available / 1 sold,1.0,"Melbourne, Florida, United States",Men,2024
Dior,Dior SAUVAGE by Christian Dior EDT Men 100 ml 3.4 oz BRAND NEW & SEALED BOX,Eau de Toilette,84.99,US $84.99/ea,9.0,9 available / 16 sold,16.0,"Warren, Michigan, United States",Men,2024
Liz Claiborne,CURVE for Men by Liz Claiborne 4.2 oz edt Cologne Spray New in Can / TIN,Eau de Toilette,27.03,US $27.03/ea,101.0,"101 available / 1,337 sold",1337.0,"Dallas, Texas, United States",Men,2024
Bvlgari,NEW Men's EDT Bvlgari Pour Homme Eau De Toilette Spray 3.4 fl oz Sealed in Box,Eau de Toilette,45.69,US $45.69/ea,8.0,8 available / 31 sold,31.0,"Houston, Texas, HongKong, China",Men,2024
Unbranded,1/2PCS 50ml Men's Pheromone-Cupid Infused Perfume- Hypnosis Cologne Fragrances,Perfume,12.98,US $12.98,10.0,10 available / 103 sold,103.0,"Perth Amboy, New Jersey, United States",Men,2024
By Al Hambra,Yeah! By Maison Alhambra  3.4/3.3 oz Edp Spray For Men New In Box,Eau de Parfum,25.7,US $25.70/ea,10.0,More than 10 available / 72 sold,72.0,"New York, New York, United States",Men,2024
Giorgio Armani,Acqua Di Gio by Giorgio Armani 6.7 oz Spray Eau De Toilette Mens New & Sealed,Eau de Toilette,45.99,US $45.99,0.0,Last One / 101 sold,101.0,"Pfafftown, North Carolina, United States",Men,2024
Paco Rabanne,1 Million by Paco Rabanne 3.4 oz EDT Cologne for Men New Tester,Eau de Toilette,47.99,US $47.99/ea,0.0,"Limited quantity available / 8,877 sold",8877.0,"Hackensack, New Jersey, United States",Men,2024
Polo Ralph Lauren,Ralph Lauren Polo Blue Men's 4.2 oz 125 ml Eau De Toilette Spray New Sealed,Eau de Toilette,32.0,US $32.00/ea,4.0,4 available / 445 sold,445.0,"Bethpage, New York, United States",Men,2024
Joop,Joop! Men's JOOP! Homme Le Parfum EDP Spray 4.2 oz Fragrances 3616303040512,Fragrances,38.53,US $38.53,3.0,3 available / 33 sold,33.0,"Brooklyn, New York, United States",Men,2024
Versace,Versace Pour Homme by Versace EDT for Men 3.4 oz / 100 ml  *NEW*,Eau de Toilette,37.99,US $37.99,10.0,More than 10 available / 26 sold,26.0,"Miami, Florida, United States",Men,2024
CHANEL,"Chanel Bleu De Chanel PARFUM Pour Homme Men's Sample Spray .05oz, 1.5ml",Parfum,13.89,US $13.89,3.0,3 available / 239 sold,239.0,"Phillipsburg, New Jersey, United States",Men,2024
